intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,modular ratio/ interlinear spacing
-0.030177999999999996,-0.220579,0.24273899999999998,1.988271,0.17234000000000002,-0.22493400000000002,0.182426,1.346147,-0.091823,-0.173894
0.24138600000000002,-0.126364,0.41700299999999996,0.096091,0.17234000000000002,-0.515608,-2.724356,1.342012,0.812439,-2.0882490000000002
-0.252367,0.06991499999999999,0.24629600000000001,0.52355,0.261718,-0.8062819999999999,-0.044076,1.485336,1.093072,-0.588627
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.432558,0.484429,0.070477,0.18880999999999998,-0.528713
0.15498,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.723232,0.182426,0.536505,0.095265,-0.629
-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,0.356414,0.220177,-0.647699,-1.183175,0.323223
0.809204,-0.29123899999999997,0.036468,-0.399281,0.976743,-0.6401819999999999,-1.32759,-0.172274,1.03071,0.33488
0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,0.397939,0.069175,0.092921,0.095265,0.437855
-0.277055,0.030659,0.44189799999999996,0.131866,0.17234000000000002,0.190314,0.069175,0.032986,-0.5283640000000001,0.255847
-0.215336,0.776522,0.5023569999999999,-1.289141,-0.721442,2.2942400000000003,0.24534299999999998,-0.5261779999999999,0.168022,2.058776
0.13029200000000002,-0.024299,0.24629600000000001,0.12100599999999999,0.08296100000000001,0.14879,0.408929,0.219723,-0.37245700000000004,0.026486000000000003
0.056228999999999994,0.533135,0.185837,0.8828010000000001,0.261718,0.10726500000000001,0.597681,0.792167,0.126447,-0.125915
-0.240024,-0.424709,0.089814,1.094532,0.261718,1.560634,0.144676,0.39355,0.344717,1.461673
-0.06721,-0.275537,0.253409,0.371526,-1.0789549999999999,1.311485,0.106925,-0.523926,0.001721,1.242933
0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,0.14879,-0.044076,0.231431,-0.341275,0.284405
0.019197,0.038511000000000004,0.19295,0.323367,0.261718,0.231839,0.031425,0.313558,0.251173,0.319293
0.204355,-0.275537,0.360101,-0.278884,0.261718,0.024215,0.182426,-0.656668,-0.590727,0.041422
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,-0.10036,-0.42158,0.341225,1.498432,0.306551
-0.054866,0.179832,0.23918299999999998,-1.170087,0.261718,0.14879,0.446679,1.20787,0.687713,0.014165
-0.277055,0.038511000000000004,0.42056000000000004,3.9871519999999996,0.17234000000000002,-0.14188399999999998,-3.177361,1.8696840000000001,0.905984,0.221755
0.500607,0.140576,0.388552,-0.637358,0.261718,-2.716425,-1.063338,-0.899594,-3.4906040000000003,-1.9475060000000002
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.557133,-0.232828,0.920134,-0.029461,-0.255255
-0.277055,-0.251983,-3.203415,1.9579259999999998,0.261718,2.308081,0.446679,1.9328419999999997,1.6855200000000001,2.0127610000000002
-3.4123919999999996,0.148427,0.438342,-1.0477809999999999,-3.22403,-0.183409,-0.38383,1.7177,-0.684271,0.170907
0.809204,-0.16562000000000002,0.025799000000000002,0.7121270000000001,0.887365,-1.055431,-1.554093,0.54299,1.623157,0.03754
0.364825,-0.149918,0.17161099999999999,0.042769999999999996,0.261718,-0.30798400000000004,0.106925,0.456805,-0.310094,-0.207975
0.09326,0.148427,0.17161099999999999,0.9707040000000001,0.17234000000000002,2.72333,-2.799857,-1.5150430000000001,-1.058449,0.044906
-0.770809,-0.11066199999999998,0.32809299999999997,0.26205,0.17234000000000002,0.314889,0.069175,-0.358759,0.46944300000000005,0.369913
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.349509,-0.081827,0.319732,0.032902,-0.1402
-0.28939899999999996,0.09346900000000001,0.402778,-0.087353,-1.436467,0.231839,0.257927,0.522623,0.095265,0.218741
-2.215039,-0.29909,0.352988,0.05485399999999999,-1.704602,1.4360600000000001,0.55993,-0.744892,0.001721,1.078163
-0.00549,0.48602799999999996,0.11826500000000001,0.44656899999999994,0.261718,-0.14188399999999998,0.55993,0.293774,0.282354,-0.272301
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.6401819999999999,0.446679,0.8023600000000001,0.7500760000000001,-0.679752
0.47591999999999995,-0.28338800000000003,0.107596,0.080127,0.976743,-1.22153,-1.25209,-0.5196350000000001,1.46725,-0.323945
0.14263599999999999,-1.916434,-0.023991,-0.504341,0.261718,0.480988,0.333428,0.8937879999999999,0.531806,0.373456
0.13029200000000002,-0.212727,0.32453699999999996,0.386474,0.261718,0.439463,0.144676,-0.650786,-0.154186,0.44525699999999996
-3.498799,0.48602799999999996,0.139604,-5.440122,-0.006417,0.14879,0.6354310000000001,0.038073,-2.430434,-0.090437
0.31545,0.517433,-0.002652,-2.543473,0.261718,-1.055431,0.031425,0.197415,-0.278912,-0.8625079999999999
0.056228999999999994,-0.087108,0.089814,1.312409,0.08296100000000001,-0.9308559999999999,0.220177,-1.8573169999999999,-1.8691669999999998,-0.824775
-2.215039,-0.17347100000000001,3.9413989999999997,-1.56941,-2.5090049999999997,-3.1731979999999997,-5.706639,2.59782,-3.303515,-4.782908
0.15498,0.140576,0.228514,0.766134,-1.257711,0.813187,0.52218,0.069293,-0.247731,0.553825
0.229043,-0.016447999999999997,0.317424,-0.526838,0.261718,-0.474083,0.333428,-0.716527,0.001721,-0.478696
-3.498799,0.20338499999999998,0.9540200000000001,-2.2225650000000003,-4.9222150000000005,-1.802878,-3.2906120000000003,-1.65231,-2.492797,-2.8219
-3.498799,0.745117,0.150273,0.685183,-4.9222150000000005,-0.349509,0.52218,1.299725,-2.305708,-0.463688
-0.017834,0.336855,0.235627,-0.5111439999999999,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.35526599999999997
-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,0.522513,-1.2143389999999998,-1.151082,-0.933723,1.43062
0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.474083,0.371178,-0.288941,-0.154186,-0.500516
0.043885,0.274046,0.182281,0.095763,0.261718,2.432656,0.295677,-2.03524,-1.557353,2.135989
0.13029200000000002,-1.6494939999999998,-3.210528,-2.636061,-2.419627,0.231839,0.673182,-1.340324,-2.3368900000000004,-0.036322
-0.8819040000000001,-1.9478389999999999,0.21784499999999998,2.046336,0.17234000000000002,1.519109,1.352689,-0.082419,1.872609,0.678138
0.15498,-0.236281,0.015130000000000001,0.558909,0.17234000000000002,0.480988,-0.006326,0.33079899999999995,0.219991,0.575669
0.512951,-0.306942,0.061363,1.371548,0.976743,-0.723232,-1.25209,0.8703719999999999,1.093072,0.210194
-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.432558,-0.34608,0.103755,0.064084,-0.06413300000000001
0.019197,0.038511000000000004,0.19295,0.323367,0.261718,0.273364,0.106925,-0.21673499999999998,-0.091823,0.316749
-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-0.9308559999999999,0.295677,2.7333,-2.8669740000000004,-0.8766719999999999
-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,-0.349509,0.295677,0.269757,0.032902,-0.354456
-0.696746,-0.055704,-3.210528,0.628849,0.261718,0.356414,-0.157328,1.0367629999999999,0.064084,0.539673
-0.06721,-0.43256000000000006,-3.210528,-0.875108,0.17234000000000002,-0.01731,-0.157328,-1.053461,-0.091823,0.196487
0.09326,0.42321800000000004,0.022241999999999998,-0.203782,0.08296100000000001,0.813187,-0.157328,-0.7246229999999999,-1.2455379999999998,0.921278
0.24138600000000002,-0.126364,0.41700299999999996,0.096091,0.17234000000000002,0.605563,0.597681,0.377648,0.594169,0.327117
-0.128929,-0.409007,0.17516800000000002,-0.256565,0.08296100000000001,0.564038,0.899684,1.3122479999999999,0.7500760000000001,0.151606
-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.602159,0.182426,-1.842756,-0.9649049999999999,1.468364
-0.10424100000000001,-0.07925700000000001,0.011573,0.22090300000000002,0.261718,0.605563,1.0129350000000001,0.165186,0.282354,0.098829
-0.215336,0.28189699999999995,0.107596,0.73922,0.08296100000000001,0.190314,-0.006326,0.359747,0.687713,0.296147
0.10560399999999999,0.556689,-0.031104000000000003,0.619301,0.17234000000000002,-0.22493400000000002,0.144676,0.9203479999999999,0.282354,-0.164793
0.401857,-0.29909,0.32809299999999997,0.432395,-1.257711,0.273364,0.333428,0.6921390000000001,-0.185368,0.19071300000000002
-0.314087,0.540986,-0.041773000000000005,0.8825620000000001,0.261718,0.9377620000000001,0.069175,0.191299,0.001721,0.95355
-0.16596,0.007106,-2.1720580000000003,-0.165858,0.261718,0.10726500000000001,-0.006326,1.6980509999999998,0.8748020000000001,0.239427
-0.202992,-0.377602,0.43478500000000003,0.24480300000000002,-0.721442,-1.096956,0.031425,2.137228,1.061891,-0.88669
0.47591999999999995,-0.28338800000000003,0.107596,0.080127,0.976743,-1.636779,-1.063338,-0.712954,0.62535,-0.8361430000000001
0.031541,-0.11851300000000001,0.37432600000000005,-0.066706,0.261718,0.14879,0.220177,0.681674,0.500624,0.12756800000000001
0.167323,0.148427,0.278304,-0.289596,0.261718,-0.8062819999999999,0.6354310000000001,0.265815,0.594169,-0.9364899999999999
0.019197,-0.338346,-0.358293,-0.113223,0.17234000000000002,3.346203,0.295677,-1.7524549999999999,-1.775623,2.986901
0.229043,-0.22843000000000002,0.32453699999999996,-0.8691409999999999,0.261718,-1.055431,0.257927,-0.259993,0.001721,-0.9717389999999999
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.183409,0.371178,0.477948,0.40708,-0.23970300000000003
0.043885,0.007106,1.348781,-1.2493969999999999,-0.185173,-0.557133,-0.044076,2.353166,0.438262,-0.36649899999999996
-0.252367,-0.11066199999999998,0.452567,0.8883209999999999,0.17234000000000002,1.26996,0.257927,-0.6356609999999999,-0.278912,1.10683
-0.178304,-0.189174,0.26407800000000003,-0.6404920000000001,0.17234000000000002,1.145386,0.106925,-1.203678,-1.2767190000000002,1.082648
-0.363462,-0.189174,0.641057,0.681245,0.17234000000000002,0.10726500000000001,-0.006326,0.672646,0.594169,0.224286
0.080916,0.313302,0.07914500000000001,0.5889850000000001,0.261718,0.522513,0.144676,-0.31808400000000003,-0.341275,0.52241
-0.363462,0.23479,0.000904,0.759778,0.261718,0.024215,0.55993,0.46311499999999994,0.531806,-0.160308
1.130144,-0.087108,-0.002652,-0.47963500000000003,0.08296100000000001,-0.474083,0.371178,0.43191499999999994,-0.715453,-0.509317
0.14263599999999999,-0.377602,0.32809299999999997,-0.039583,0.261718,0.190314,0.597681,-0.823408,-0.746634,-0.060673000000000005
-0.26471100000000003,-0.09496,0.015130000000000001,-0.597346,0.261718,0.273364,0.710932,-1.110465,-0.43482,-0.036551
-0.054866,0.580242,0.032912000000000004,-0.016668000000000002,0.261718,0.854712,0.031425,0.445486,0.219991,0.9136110000000001
-0.017834,-0.22843000000000002,0.37077,1.293671,0.17234000000000002,0.522513,0.106925,0.8700620000000001,2.028517,0.562433
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,0.813187,-2.2336,1.136616,1.903791,2.609177
0.15498,-0.189174,0.24629600000000001,-1.223587,0.08296100000000001,0.8962370000000001,0.106925,1.306287,0.126447,0.889766
0.117948,-0.29123899999999997,0.306755,0.25599299999999997,0.17234000000000002,0.813187,0.371178,-0.5261779999999999,0.219991,0.638308
-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,1.145386,0.144676,-1.140287,-0.278912,1.082407
0.303106,0.352558,0.082701,0.7039810000000001,0.261718,-0.349509,0.220177,0.597314,-0.185368,-0.317025
0.229043,-0.008597,0.17516800000000002,0.087408,0.17234000000000002,-0.723232,0.106925,0.031724,-0.310094,-0.5939800000000001
-0.240024,-0.534626,0.075589,-0.617039,0.17234000000000002,3.097054,0.295677,-1.552573,-1.744441,2.728909
-0.091897,0.34470700000000004,0.182281,0.722749,0.261718,1.35301,-0.006326,-0.943163,0.31353600000000004,1.3682940000000001
-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,1.311485,0.446679,-1.220764,-0.715453,1.062286
0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-0.681707,-1.893847,-0.547574,0.687713,0.690483
0.080916,-0.24413200000000002,0.214288,-0.37914000000000003,0.261718,0.439463,1.805694,0.507013,0.31353600000000004,-0.42681099999999994
-0.202992,-0.000745,-3.210528,-0.5272560000000001,0.08296100000000001,0.771662,0.408929,0.197571,0.126447,0.588062
0.15498,-0.16562000000000002,-3.210528,-1.3206799999999999,-0.185173,-0.30798400000000004,0.484429,0.340506,0.157628,-0.41533400000000004
0.13029200000000002,-0.157769,0.577041,-0.670986,0.17234000000000002,-0.847807,0.55993,0.543903,0.594169,-0.921795
0.229043,-0.354049,0.182281,0.210878,0.261718,0.564038,0.484429,-0.019785,-0.091823,0.352034
-0.00549,-0.28338800000000003,0.214288,-2.421913,0.17234000000000002,-1.5537290000000001,-2.799857,-2.6133919999999997,-1.5885340000000001,-2.719806
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.30798400000000004,0.182426,0.860742,0.095265,-0.24945599999999998
0.37716900000000003,0.014957,0.381439,0.29275300000000004,0.261718,-0.9308559999999999,0.220177,1.368572,1.217798,-0.8426049999999999
-0.030177999999999996,0.572391,5.083004,-0.109553,-1.257711,0.314889,0.333428,0.8928940000000001,0.344717,0.215606
0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,0.799346,1.302355,-0.20733800000000002,0.334323,0.10385599999999999
0.117948,-0.29909,0.47390600000000005,-0.204438,0.08296100000000001,0.231839,0.6354310000000001,-0.302124,0.126447,-0.027919
0.14263599999999999,-0.369751,0.413447,0.301347,0.17234000000000002,-0.22493400000000002,0.333428,0.558192,-0.247731,-0.268298
-0.252367,0.06991499999999999,0.24629600000000001,0.52355,0.261718,1.103861,1.6546919999999998,0.47371599999999997,1.061891,0.178887
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,-0.01731,0.7864329999999999,0.732232,1.747883,-0.312203
0.117948,0.289748,0.392108,-1.747095,0.261718,1.186911,0.144676,0.573996,-0.590727,1.132629
-0.22768000000000002,-0.503221,0.40633400000000003,-0.671732,0.261718,-0.22493400000000002,0.484429,0.596634,0.251173,-0.343631
-0.202992,-0.47966800000000004,-3.210528,-0.88764,0.261718,-0.723232,-0.534832,-1.009097,0.46944300000000005,-0.24236799999999997
0.47591999999999995,-0.338346,0.047137,-0.0009720000000000001,0.976743,-0.01731,-0.8745850000000001,-0.817389,0.812439,0.656716
0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,0.06573999999999999,0.371178,-1.324733,-1.93153,-0.011066
0.080916,0.014957,0.064919,0.346104,0.17234000000000002,0.522513,0.408929,0.030715,0.064084,0.364306
-0.363462,-0.008597,0.256965,-0.22634,0.261718,0.9377620000000001,-0.270579,1.495568,1.280161,1.158607
-0.128929,0.705861,0.413447,2.004055,0.6192300000000001,2.225032,-1.629594,0.23574099999999998,0.344717,3.607101
0.24138600000000002,-0.322644,0.28186,0.27461199999999997,0.261718,-0.8062819999999999,0.597681,1.0279479999999999,0.375899,-0.9105110000000001
-0.128929,0.383963,0.23206999999999997,1.248675,0.261718,1.311485,0.371178,0.037179000000000004,-0.559546,1.1005260000000001
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.688613,0.408929,0.032074,-0.466001,0.522
0.031541,0.140576,0.399221,-0.817372,0.261718,-1.3045799999999999,1.5036909999999999,0.240052,1.24898,-1.707645
-0.030177999999999996,-0.189174,0.24273899999999998,-0.40879899999999997,0.261718,-1.22153,-0.044076,-0.831252,-0.154186,-0.9765370000000001
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.557133,0.408929,0.467308,0.562987,-0.5995010000000001
-0.215336,-1.296191,0.491688,1.050073,0.6192300000000001,-1.470679,-1.516343,-0.22013200000000002,0.219991,-0.423846
0.13029200000000002,0.077766,-0.045329,0.285383,-0.095795,1.311485,0.6354310000000001,0.256244,0.095265,0.931525
-0.10424100000000001,-0.07925700000000001,0.011573,0.22090300000000002,0.261718,-0.723232,1.050686,0.154565,-0.37245700000000004,-1.042201
-2.573011,0.06991499999999999,0.24629600000000001,-3.018853,0.08296100000000001,-2.052027,0.371178,0.529147,-3.241152,-1.908881
-0.10424100000000001,-0.197025,0.22140100000000001,0.17367,0.261718,0.854712,-0.119577,-0.536352,-0.247731,0.9864
0.080916,-0.24413200000000002,0.45968000000000003,0.426726,0.261718,0.356414,0.748682,0.14177,0.251173,0.025811
-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,-0.10036,0.182426,0.617506,-0.091823,-0.074476
0.401857,-0.220579,-3.210528,-1.1855129999999998,-1.168333,-0.22493400000000002,0.55993,-0.137753,0.282354,-0.362618
0.809204,-0.09496,0.11826500000000001,0.987502,0.976743,-1.013906,-1.2143389999999998,-2.237044,-1.027268,-0.114728
-0.042522000000000004,-0.416858,0.569929,-2.224653,0.08296100000000001,2.972479,0.408929,-0.7079449999999999,-0.621908,2.578653
0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,-0.266459,0.106925,0.8864479999999999,-0.715453,-0.179753
0.043885,0.19553399999999999,0.260522,-0.393821,0.261718,0.522513,0.220177,-0.08141,0.344717,0.491199
-0.33877399999999996,-0.26768600000000004,0.44189799999999996,0.616019,0.440474,-0.9723809999999999,-1.2143389999999998,0.9493739999999999,2.8080529999999997,-0.092402
0.809204,-0.09496,0.11826500000000001,0.987502,0.976743,-0.8062819999999999,-1.32759,1.0812629999999999,1.436069,0.158658
0.006853,-0.668096,0.477462,1.62168,0.17234000000000002,2.308081,0.446679,-0.058655,-0.278912,1.929183
-0.042522000000000004,-0.3619,0.47034899999999996,-0.310721,0.261718,-0.681707,0.106925,-0.386368,-0.715453,-0.548556
-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,1.768258,0.748682,-1.6801709999999999,-0.621908,1.2456690000000001
-0.240024,0.117022,0.235627,0.902912,0.17234000000000002,-0.01731,0.257927,1.136519,1.124254,0.001074
0.266074,0.580242,0.11470899999999999,-0.165469,0.261718,-0.058835000000000005,0.446679,-0.5457489999999999,-0.278912,-0.181489
0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.349509,0.220177,1.004941,0.282354,-0.318556
-0.28939899999999996,0.09346900000000001,0.402778,-0.087353,-1.436467,0.06573999999999999,0.484429,0.5791029999999999,0.31353600000000004,-0.07294500000000001
0.15498,-0.471816,0.50947,1.205082,0.261718,0.231839,0.55993,0.618166,-0.37245700000000004,0.018734999999999998
0.080916,-0.071406,0.160942,1.2255209999999999,0.17234000000000002,-0.515608,0.144676,0.713341,0.064084,-0.427547
-0.202992,-0.016447999999999997,0.594823,-1.5818219999999998,-0.363929,-1.2630549999999998,0.484429,0.915358,0.843621,-1.258591
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.6401819999999999,0.408929,-1.567834,-0.559546,-0.6691560000000001
0.661077,-0.20487600000000003,-3.075385,0.47103599999999995,1.0661209999999999,0.024215,-1.25209,0.689285,2.059698,0.959312
-0.38815,0.321153,0.107596,0.886232,0.351096,0.771662,0.408929,0.503946,-0.060641999999999995,0.59591
0.438888,0.289748,0.14315999999999998,-0.282494,0.261718,-0.30798400000000004,0.371178,-0.349206,0.18880999999999998,-0.355553
0.14263599999999999,-0.448263,0.438342,0.978909,0.261718,1.643684,-0.044076,-0.621721,-0.43482,1.6681540000000001
-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,0.688613,0.144676,-0.144762,-1.463808,0.665733
0.278418,-0.197025,0.23918299999999998,-0.73839,0.261718,0.854712,0.6354310000000001,-1.484037,-0.216549,0.528522
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.085185,0.594169,-0.8733569999999999
3.265629,-0.251983,0.125378,-2.1238599999999996,0.976743,-1.5952540000000002,-1.25209,1.397909,0.812439,-0.705779
-0.054866,0.20338499999999998,0.05425,-0.028782,0.261718,1.394535,0.144676,-0.8478709999999999,-0.091823,1.325884
0.327793,-2.426761,0.008017,-0.54498,-0.006417,0.10726500000000001,0.182426,-0.19992100000000002,0.282354,0.111354
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,0.605563,0.861934,-1.990682,-0.715453,0.20861500000000002
0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,-0.764757,0.371178,0.49728599999999995,-0.091823,-0.76861
0.043885,0.007106,1.348781,-1.2493969999999999,-0.185173,-1.22153,0.220177,1.693236,-0.185368,-1.103948
4.524702,-0.134216,0.23206999999999997,-2.514351,-0.9001979999999999,-0.6401819999999999,0.220177,-0.649893,-0.8401790000000001,-0.565735
-0.511588,-0.620989,0.491688,-2.053711,-0.006417,3.4292519999999995,-0.308329,-1.1876799999999998,-1.93153,3.521148
-0.215336,0.250492,0.47390600000000005,1.1870889999999998,0.17234000000000002,1.186911,2.4097009999999996,-0.555651,1.124254,-0.12073199999999999
0.364825,-0.000745,-0.052441999999999996,1.293223,0.976743,-0.22493400000000002,-0.9500860000000001,0.6146520000000001,2.1532419999999997,0.515912
-0.33877399999999996,-0.29123899999999997,0.520139,1.054429,0.261718,-0.10036,-0.270579,1.123219,0.219991,0.165457
-0.153617,-0.22843000000000002,0.48813100000000004,0.580183,0.261718,0.480988,0.333428,1.0220850000000001,0.032902,0.366175
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.564038,-1.32759,-0.14382999999999999,0.8748020000000001,1.555209
-0.33877399999999996,-0.29123899999999997,0.520139,1.054429,0.261718,1.26996,0.257927,0.264981,0.438262,1.136631
0.14263599999999999,0.48602799999999996,0.100483,-0.448543,0.17234000000000002,0.231839,0.220177,0.028908999999999997,0.46944300000000005,0.23183299999999998
0.056228999999999994,-0.29123899999999997,0.23918299999999998,0.767954,0.17234000000000002,0.688613,0.069175,0.172253,-0.029461,0.719668
-3.498799,10.653310000000001,-3.210528,0.06482,-4.9222150000000005,-0.391033,0.144676,1.341934,-1.027268,-0.30857399999999996
0.29076199999999996,-0.181323,0.44189799999999996,-1.339925,0.261718,-0.515608,0.182426,-0.677133,0.064084,-0.447028
-0.042522000000000004,0.140576,0.089814,0.07231,0.261718,1.394535,0.257927,-2.150743,-1.49499,1.246887
0.080916,-0.071406,0.160942,1.2255209999999999,0.17234000000000002,-0.266459,-3.13961,0.619525,0.500624,-1.7921029999999998
0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-0.349509,-0.9500860000000001,-0.820535,0.843621,0.374481
0.167323,-0.322644,0.306755,-0.5435479999999999,0.261718,-0.764757,0.106925,-0.03922,-0.247731,-0.639259
-3.498799,0.674456,0.210732,-1.548822,-4.9222150000000005,-0.432558,0.52218,0.41199399999999997,-0.029461,-0.547013
0.21669899999999997,0.124874,-3.210528,-0.8869239999999999,0.261718,-0.14188399999999998,0.408929,0.375318,0.157628,-0.225189
0.043885,0.030659,0.537921,-2.244735,0.261718,-1.5952540000000002,0.257927,-2.0314740000000002,-0.933723,-1.448664
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,0.854712,0.7864329999999999,-2.238791,-1.8379860000000001,0.491886
